gene_id	log2(fold_change)	q_value	p_value	significant	value_1	value_2
YMR233W	-0.0705975	0.214059	0.17505	no	48.2748	45.9694
YMR234W	-0.155961	0.000867507	0.0005	yes	50.3579	45.198
YMR235C	-0.269605	9.44412e-05	5e-05	yes	189.221	156.968
YMR236W	0.251702	9.44412e-05	5e-05	yes	415.361	494.533
YMR237W	-0.153767	0.00018467	0.0001	yes	66.4838	59.7623
YMR238W	0.316632	9.44412e-05	5e-05	yes	179.761	223.878
YMR239C	-0.925227	9.44412e-05	5e-05	yes	19.6984	10.3731
YMR240C	0.413942	9.44412e-05	5e-05	yes	23.5738	31.4079
YMR241W	-0.108678	0.0160602	0.01085	yes	176.636	163.819
YMR242C	-0.4235	9.44412e-05	5e-05	yes	2545.4	1897.88
YMR242W-A	-1.0614	0.0394271	0.0283	yes	97.6349	46.7833
YMR243C	-0.079712	0.0795491	0.05975	no	198.304	187.644
YMR244C-A	1.35585	9.44412e-05	5e-05	yes	194.217	497.096
YMR244W	2.01711	9.44412e-05	5e-05	yes	3.85789	15.6157
YMR245W	0.401576	9.44412e-05	5e-05	yes	55.6063	73.4531
YMR246W	-0.444818	9.44412e-05	5e-05	yes	371.268	272.762
YMR247C	-0.223183	9.44412e-05	5e-05	yes	13.8679	11.8803
YMR247W-A	0.0400657	0.785223	0.75185	no	217.118	223.232
YMR250W	-1.02639	9.44412e-05	5e-05	yes	98.1471	48.1839
YMR251W	-0.260167	9.44412e-05	5e-05	yes	23.1659	19.3433
YMR251W-A	-0.733791	9.44412e-05	5e-05	yes	14832.3	8918.99
YMR252C	0.617468	9.44412e-05	5e-05	yes	126.975	194.803
YMR253C	0.108878	0.0222774	0.01535	yes	38.4024	41.4127
YMR254C	0.729635	9.44412e-05	5e-05	yes	14.7309	24.4271
YMR255W	0.271935	9.44412e-05	5e-05	yes	150.073	181.202
YMR256C	0.585055	9.44412e-05	5e-05	yes	1039.18	1558.87
YMR257C	-0.108326	0.0447985	0.03245	yes	11.3168	10.4982
YMR258C	-0.305568	9.44412e-05	5e-05	yes	60.144	48.6639
YMR259C	-0.395996	9.44412e-05	5e-05	yes	12.2498	9.30938
YMR260C	-0.440327	9.44412e-05	5e-05	yes	1291.77	951.993
YMR261C	-0.211661	9.44412e-05	5e-05	yes	78.7205	67.9785
YMR262W	-0.0960421	0.0386736	0.0277	yes	104.897	98.1409
YMR263W	-0.0520453	0.288132	0.2421	no	136.419	131.586
YMR264W	0.399002	9.44412e-05	5e-05	yes	243.712	321.357
YMR265C	0.48358	9.44412e-05	5e-05	yes	55.4694	77.5578
YMR266W	-0.572088	9.44412e-05	5e-05	yes	76.7411	51.6193
YMR267W	-0.4052	9.44412e-05	5e-05	yes	73.2436	55.3086
YMR268C	-0.24342	9.44412e-05	5e-05	yes	15.5155	13.1066
YMR269W	-0.456744	9.44412e-05	5e-05	yes	73.1313	53.2856
YMR270C	0.232195	9.44412e-05	5e-05	yes	52.4363	61.5928
YMR271C	0.51992	9.44412e-05	5e-05	yes	33.4364	47.9436
YMR272C	-1.44701	9.44412e-05	5e-05	yes	252.516	92.6181
YMR272W-A	-3.6253	0.00247203	0.0015	yes	201.657	16.3414
YMR272W-B	0.172574	0.585363	0.5348	no	84.2003	94.8994
YMR273C	0.146205	0.000949974	0.00055	yes	36.3921	40.2734
YMR274C	-0.150401	0.00878504	0.0057	yes	29.2152	26.3229
YMR275C	0.155555	0.000532366	0.0003	yes	37.3395	41.5906
YMR276W	0.143164	0.00424532	0.00265	yes	522.067	576.531
YMR277W	-0.118222	0.00783307	0.00505	yes	48.3056	44.5051
YMR278W	-0.222256	9.44412e-05	5e-05	yes	44.0106	37.7269
YMR279C	-0.523189	9.44412e-05	5e-05	yes	12.9366	9.00171
YMR280C	1.11178	9.44412e-05	5e-05	yes	9.55303	20.6453
YMR281W	0.208864	9.44412e-05	5e-05	yes	79.1146	91.4389
YMR282C	0.0413157	0.43159	0.3792	no	21.1353	21.7493
YMR283C	-0.0779058	0.142273	0.1123	no	19.5886	18.5589
YMR284W	0.217291	9.44412e-05	5e-05	yes	20.3178	23.6205
YMR285C	0.0231632	0.648234	0.60225	no	40.7813	41.4413
YMR286W	-0.214412	9.44412e-05	5e-05	yes	453.88	391.198
YMR287C	-0.129935	0.00977637	0.0064	yes	11.6979	10.6904
YMR288W	-0.237887	9.44412e-05	5e-05	yes	16.4279	13.9306
YMR289W	-0.267579	9.44412e-05	5e-05	yes	63.9074	53.0887
YMR290C	-0.463991	9.44412e-05	5e-05	yes	112.212	81.351
YMR290W-A	-0.747884	0.0597665	0.04395	no	18.6331	11.0956
YMR291W	-0.886583	9.44412e-05	5e-05	yes	167.647	90.6791
YMR292W	0.414458	9.44412e-05	5e-05	yes	126.043	167.99
YMR293C	0.0418608	0.482175	0.4291	no	17.2251	17.7322
YMR294W	0.399248	9.44412e-05	5e-05	yes	25.8395	34.0776
YMR294W-A	0.437365	0.000360088	0.0002	yes	468.659	634.625
YMR295C	0.0381346	0.543312	0.49065	no	759.476	779.819
YMR296C	-0.2301	9.44412e-05	5e-05	yes	229.98	196.075
YMR297W	0.136102	0.00805809	0.0052	yes	547.506	601.672
YMR298W	0.305948	9.44412e-05	5e-05	yes	271.687	335.867
YMR299C	-0.0176515	0.758829	0.72275	no	37.1802	36.7281
YMR300C	-1.24981	9.44412e-05	5e-05	yes	131.327	55.2235
YMR301C	0.301728	9.44412e-05	5e-05	yes	40.8676	50.3742
YMR302C	0.422165	9.44412e-05	5e-05	yes	40.0667	53.6869
YMR303C	-0.624364	9.44412e-05	5e-05	yes	3103.26	2013.1
YMR304C-A	0.337017	0.104508	0.08035	no	231.084	291.892
YMR304W	0.257526	9.44412e-05	5e-05	yes	27.2716	32.6012
YMR305C	-0.145076	0.00447139	0.0028	yes	521.906	471.976
YMR306C-A	0.697057	0.013112	0.00875	yes	6.34043	10.2791
YMR306W	-0.16741	0.00379352	0.00235	yes	4.28445	3.81505
YMR307C-A	-0.684437	0.147349	0.1166	no	1001.36	623.096
YMR307W	-0.612425	9.44412e-05	5e-05	yes	1055.42	690.344
YMR308C	-0.600222	9.44412e-05	5e-05	yes	79.0491	52.1449
YMR309C	-0.802671	9.44412e-05	5e-05	yes	69.7533	39.9887
YMR310C	-0.711823	9.44412e-05	5e-05	yes	46.006	28.0889
YMR311C	0.179787	9.44412e-05	5e-05	yes	409.075	463.366
YMR312W	-0.473845	9.44412e-05	5e-05	yes	65.4919	47.157
YMR313C	0.0386882	0.428548	0.3762	no	39.7022	40.7813
YMR314W	0.0760998	0.100119	0.0767	no	511.076	538.759
YMR315W	-0.100055	0.0292657	0.02055	yes	251.932	235.052
YMR315W-A	0.9609	9.44412e-05	5e-05	yes	200.775	390.813
YMR316C-A	-0.364242	0.00409515	0.00255	yes	163.042	126.664
YMR316C-B	1.01714	9.44412e-05	5e-05	yes	59.1009	119.614
YMR316W	-0.653441	9.44412e-05	5e-05	yes	144.178	91.6631
YMR317W	0.162137	0.00168236	0.001	yes	15.2027	17.011
YMR318C	-0.265026	9.44412e-05	5e-05	yes	492.367	409.74
YMR319C	-0.802331	9.44412e-05	5e-05	yes	257.551	147.685
YMR320W	-0.0886597	0.32969	0.28095	no	63.9282	60.1179
YMR321C	-0.283132	9.44412e-05	5e-05	yes	323.696	266.015
YMR322C	0.842366	1	1	no	0.588242	1.05471
YMR323W	1.76087	9.44412e-05	5e-05	yes	0.704867	2.38881
YMR324C	2.2321	1	1	no	0.220214	1.03461
YMR325W	0.647555	9.44412e-05	5e-05	yes	3.88877	6.0918
YMR326C	0.682393	1	1	no	0.0239978	0.0385116
YNL001W	-0.0914686	0.0654776	0.04845	no	44.3137	41.5914
YNL002C	-0.76808	9.44412e-05	5e-05	yes	152.293	89.4263
YNL003C	0.230894	9.44412e-05	5e-05	yes	106.449	124.924
YNL004W	-0.0525238	0.258201	0.2147	no	136.63	131.746
YNL005C	-0.0197636	0.686174	0.6418	no	88.8063	87.598
YNL006W	-0.0897101	0.050252	0.0366	no	99.0327	93.0622
YNL007C	-0.362236	9.44412e-05	5e-05	yes	334.966	260.59
YNL008C	0.148057	0.00135741	0.0008	yes	29.0508	32.1906
YNL009W	0.335315	9.44412e-05	5e-05	yes	13.7921	17.4009
YNL010W	-0.0756521	0.099571	0.07625	no	390.165	370.232
YNL011C	0.0516654	0.296109	0.2493	no	39.434	40.8718
YNL012W	-0.553122	9.44412e-05	5e-05	yes	7.2941	4.97125
YNL013C	1.25368	9.44412e-05	5e-05	yes	8.33397	19.8723
YNL014W	0.345646	9.44412e-05	5e-05	yes	6.10125	7.75298
YNL015W	-0.271434	9.44412e-05	5e-05	yes	1045.32	866.039
YNL016W	-0.438829	9.44412e-05	5e-05	yes	279.029	205.849
YNL017C	0.714959	0.00431802	0.0027	yes	2.54027	4.16969
YNL018C	-0.720245	9.44412e-05	5e-05	yes	3.06754	1.86198
YNL019C	0.199227	0.0111262	0.00735	yes	12.3121	14.1353
YNL020C	-0.0386857	0.416869	0.3648	no	44.5223	43.3443
YNL021W	-0.23786	9.44412e-05	5e-05	yes	29.3611	24.8983
YNL022C	-0.307049	9.44412e-05	5e-05	yes	32.1366	25.9758
YNL023C	-0.396868	9.44412e-05	5e-05	yes	26.1808	19.8845
YNL024C	-1.41158	9.44412e-05	5e-05	yes	77.5817	29.1629
YNL024C-A	0.216478	9.44412e-05	5e-05	yes	965.669	1122
YNL025C	-0.18765	9.44412e-05	5e-05	yes	45.7393	40.1607
YNL026W	0.0358509	0.454711	0.4016	no	58.2193	59.6842
YNL027W	-0.0390826	0.413107	0.36075	no	47.2818	46.0181
YNL028W	-0.832017	0.0207049	0.0142	yes	11.4881	6.45336
YNL029C	-0.213354	9.44412e-05	5e-05	yes	31.0112	26.7481
YNL030W	0.313288	9.44412e-05	5e-05	yes	5896.34	7326.41
YNL031C	0.28766	9.44412e-05	5e-05	yes	3325.29	4059.04
YNL032W	0.0528614	0.286079	0.2402	no	80.7044	83.7164
YNL033W	0.273965	0.000447034	0.00025	yes	11.6477	14.0836
YNL034W	-0.37544	0.000447034	0.00025	yes	2.29133	1.76632
YNL035C	-0.41478	9.44412e-05	5e-05	yes	50.0786	37.5657
YNL036W	-0.0441901	0.357929	0.30775	no	219.231	212.618
YNL037C	-0.179197	0.00018467	0.0001	yes	482.041	425.735
YNL038W	0.118573	0.0157784	0.01065	yes	67.6884	73.4866
YNL039W	0.270732	9.44412e-05	5e-05	yes	49.2817	59.4544
YNL040W	-1.00122	9.44412e-05	5e-05	yes	29.8537	14.9142
YNL041C	0.0516329	0.283002	0.2374	no	28.0333	29.0548
YNL042W	0.174188	0.000273377	0.00015	yes	55.8141	62.9767
YNL042W-B	1.03645	9.44412e-05	5e-05	yes	12.3442	25.32
YNL043C	0.264718	0.000702012	0.0004	yes	373.407	448.611
YNL044W	0.0400923	0.627525	0.5809	no	149.281	153.488
YNL045W	-0.0953918	0.0325356	0.02305	yes	69.8176	65.3505
YNL046W	-0.0649699	0.183664	0.1482	no	153.826	147.052
YNL047C	0.429034	9.44412e-05	5e-05	yes	20.1009	27.0625
YNL048W	-0.10997	0.0204269	0.014	yes	40.1294	37.1842
YNL049C	-0.194066	9.44412e-05	5e-05	yes	31.9111	27.8947
YNL050C	0.177262	0.000273377	0.00015	yes	43.1492	48.7904
YNL051W	-0.0684511	0.178803	0.14395	no	33.3468	31.8016
YNL052W	0.187269	9.44412e-05	5e-05	yes	377.122	429.394
YNL053W	-0.109245	0.0203585	0.01395	yes	39.1021	36.2505
YNL054W	0.0873387	0.0539274	0.03945	no	22.1534	23.536
YNL054W-A	4.33946	1	1	no	1.87828	38.0248
YNL054W-B	-1.97187	9.44412e-05	5e-05	yes	58.0613	14.8011
YNL055C	-0.144105	0.00371648	0.0023	yes	1081.61	978.793
YNL056W	-0.0309173	0.525439	0.4721	no	214.51	209.961
YNL057W	-1.19484	9.44412e-05	5e-05	yes	187.691	81.9903
YNL058C	-0.568822	9.44412e-05	5e-05	yes	98.0667	66.1133
YNL059C	0.045551	0.323048	0.27445	no	61.759	63.7401
YNL061W	-0.503568	9.44412e-05	5e-05	yes	108.41	76.4684
YNL062C	-0.980418	9.44412e-05	5e-05	yes	31.0143	15.7191
YNL063W	0.00824957	0.884362	0.863	no	39.9752	40.2045
YNL064C	-0.739928	9.44412e-05	5e-05	yes	486.662	291.398
YNL065W	-0.320677	9.44412e-05	5e-05	yes	21.0325	16.8406
YNL066W	-0.331474	9.44412e-05	5e-05	yes	286.838	227.957
YNL067W	-0.512243	9.44412e-05	5e-05	yes	1480.64	1038.12
YNL067W-A	-0.0509891	1	1	no	2.46035	2.37491
YNL067W-B	2.32563	1	1	no	0.37288	1.86918
YNL068C	0.04397	0.353391	0.3032	no	28.1831	29.0553
YNL069C	-0.406287	9.44412e-05	5e-05	yes	2698.26	2036
YNL070W	-0.283509	9.44412e-05	5e-05	yes	1478.64	1214.83
YNL071W	0.0379351	0.466176	0.41365	no	433.603	445.155
YNL072W	0.136264	0.00665054	0.00425	yes	41.3697	45.4676
YNL073W	-0.362387	9.44412e-05	5e-05	yes	83.4801	64.9372
YNL074C	0.100491	0.0239586	0.0166	yes	118.893	127.469
YNL075W	-0.736587	9.44412e-05	5e-05	yes	81.7582	49.0678
YNL076W	0.163149	0.00018467	0.0001	yes	53.5937	60.0104
YNL077W	0.122915	0.00913162	0.00595	yes	35.0114	38.1251
YNL078W	0.0916667	0.0446888	0.03235	yes	79.4075	84.6167
YNL079C	0.304541	9.44412e-05	5e-05	yes	1073.18	1325.4
YNL080C	0.141533	0.00184112	0.0011	yes	98.3313	108.467
YNL081C	-0.0957877	0.0388947	0.0279	yes	279.07	261.143
YNL082W	0.415629	9.44412e-05	5e-05	yes	8.43974	11.2576
YNL083W	-0.0161747	0.757127	0.72055	no	29.4988	29.1699
YNL084C	0.1596	0.000619078	0.00035	yes	127.968	142.937
YNL085W	-0.314386	9.44412e-05	5e-05	yes	55.8933	44.949
YNL086W	0.0466265	0.549888	0.49785	no	100.304	103.599
YNL087W	0.0102332	0.834236	0.80605	no	56.6958	57.0993
YNL088W	0.217729	9.44412e-05	5e-05	yes	21.5354	25.0435
YNL089C	0.602977	9.44412e-05	5e-05	yes	44.042	66.893
YNL090W	0.178317	0.00687375	0.0044	yes	76.353	86.3983
YNL091W	0.0164057	0.740799	0.7015	no	65.8773	66.6307
YNL092W	0.383425	9.44412e-05	5e-05	yes	14.9653	19.5213
YNL093W	0.454014	9.44412e-05	5e-05	yes	13.9537	19.1144
YNL094W	0.185252	9.44412e-05	5e-05	yes	76.3411	86.801
YNL095C	-0.409847	9.44412e-05	5e-05	yes	20.1061	15.1339
YNL096C	-0.345996	9.44412e-05	5e-05	yes	763.326	600.558
YNL097C	0.0545605	0.287233	0.2413	no	121.553	126.238
YNL097C-B	1.30685	9.44412e-05	5e-05	yes	336.166	831.678
YNL097W-A	0.210679	0.174132	0.13995	no	1169.88	1353.82
YNL098C	-0.488987	9.44412e-05	5e-05	yes	678.687	483.581
YNL099C	-0.182364	9.44412e-05	5e-05	yes	107.528	94.7597
YNL100W	0.328611	9.44412e-05	5e-05	yes	141.295	177.438
YNL101W	0.158653	0.000532366	0.0003	yes	33.5705	37.4729
YNL102W	0.029168	0.567916	0.51695	no	10.6611	10.8789
YNL103W	0.377988	9.44412e-05	5e-05	yes	51.4345	66.8406
YNL103W-A	-0.408745	0.691531	0.64745	no	1364.2	1027.62
YNL104C	0.264845	9.44412e-05	5e-05	yes	251.675	302.389
YNL105W	-0.824296	0.0150992	0.01015	yes	9.33995	5.27481
YNL106C	0.140753	0.00262889	0.0016	yes	15.4039	16.9825
YNL107W	0.12143	0.0422694	0.03045	yes	37.5841	40.8844
YNL108C	-0.528235	9.44412e-05	5e-05	yes	47.7061	33.0795
YNL109W	0.125263	0.210994	0.17235	no	44.3172	48.3371
YNL110C	-0.75704	9.44412e-05	5e-05	yes	141.252	83.5802
YNL111C	-0.434937	9.44412e-05	5e-05	yes	185.667	137.343
YNL112W	-1.20422	9.44412e-05	5e-05	yes	428.484	185.964
YNL113W	-0.583969	9.44412e-05	5e-05	yes	135.463	90.3707
YNL114C	-0.834022	9.44412e-05	5e-05	yes	130.602	73.2629
YNL115C	0.271917	9.44412e-05	5e-05	yes	53.1738	64.2026
YNL116W	0.23859	9.44412e-05	5e-05	yes	22.7488	26.8399
YNL117W	-0.255683	0.00176239	0.00105	yes	5.45487	4.56895
YNL118C	0.0883871	0.0538019	0.03935	no	58.6728	62.3798
YNL119W	-1.05364	9.44412e-05	5e-05	yes	24.2004	11.6586
YNL120C	-3.32857	9.44412e-05	5e-05	yes	1.70773	0.169989
YNL121C	-0.394835	9.44412e-05	5e-05	yes	111.533	84.8292
YNL122C	-0.204935	0.000702012	0.0004	yes	110.323	95.7139
YNL123W	-0.402406	9.44412e-05	5e-05	yes	37.6553	28.4898
YNL124W	-0.339384	9.44412e-05	5e-05	yes	38.291	30.2644
YNL125C	0.389508	9.44412e-05	5e-05	yes	40.0131	52.415
YNL126W	-0.166888	0.00523153	0.0033	yes	7.73276	6.88806
YNL127W	-0.0122422	0.821052	0.79055	no	16.9425	16.7993
YNL128W	0.460849	9.44412e-05	5e-05	yes	4.26453	5.86949
YNL129W	0.349688	9.44412e-05	5e-05	yes	28.805	36.7058
YNL130C	0.172366	0.00018467	0.0001	yes	73.3261	82.6316
YNL130C-A	-0.134669	0.62512	0.5781	no	38.1307	34.7324
YNL131W	-0.201706	9.44412e-05	5e-05	yes	422.287	367.188
YNL132W	-0.901945	9.44412e-05	5e-05	yes	33.4263	17.8886
YNL133C	0.610275	9.44412e-05	5e-05	yes	25.1117	38.3342
YNL134C	-1.32051	9.44412e-05	5e-05	yes	241.652	96.756
YNL135C	0.137625	0.00500952	0.00315	yes	3359.46	3695.71
YNL136W	0.519746	9.44412e-05	5e-05	yes	65.7936	94.3284
YNL137C	-0.375934	9.44412e-05	5e-05	yes	61.0012	47.0079
YNL138W	0.056398	0.240389	0.19875	no	185.241	192.626
YNL138W-A	0.31123	9.44412e-05	5e-05	yes	267.685	332.135
YNL139C	-0.206088	0.000360088	0.0002	yes	16.0525	13.9157
YNL140C	0.491043	9.44412e-05	5e-05	yes	72.3013	101.617
YNL141W	-1.42486	9.44412e-05	5e-05	yes	143.677	53.5133
YNL142W	0.338891	9.44412e-05	5e-05	yes	19.9799	25.2703
YNL143C	0.312145	0.0144561	0.0097	yes	9.21856	11.4453
YNL144C	-0.857104	9.44412e-05	5e-05	yes	91.6449	50.5935
YNL144W-A	-1.12285	0.130259	0.1021	no	1372.68	630.316
YNL145W	-1.01551	9.44412e-05	5e-05	yes	12229.2	6049.19
YNL146C-A	1.0902	9.44412e-05	5e-05	yes	57.0138	121.384
YNL146W	1.40336	9.44412e-05	5e-05	yes	29.9903	79.3297
YNL147W	0.41542	9.44412e-05	5e-05	yes	337.292	449.842
YNL148C	0.6591	9.44412e-05	5e-05	yes	73.462	116.004
YNL149C	0.126918	0.0304414	0.02145	yes	432.988	472.805
YNL150W	0.489611	9.44412e-05	5e-05	yes	153.316	215.266
YNL151C	-0.272562	9.44412e-05	5e-05	yes	175.017	144.887
YNL152W	0.0370443	0.460966	0.4079	no	45.4774	46.6603
YNL153C	-0.277676	9.44412e-05	5e-05	yes	603.062	497.477
YNL154C	-0.520207	9.44412e-05	5e-05	yes	199.131	138.849
YNL155W	0.258538	9.44412e-05	5e-05	yes	143.669	171.866
YNL156C	0.383776	9.44412e-05	5e-05	yes	143.053	186.649
YNL157W	0.0430485	0.357702	0.3075	no	454.485	468.251
YNL158W	-0.141045	0.00416931	0.0026	yes	84.8338	76.9326
YNL159C	0.0685522	0.155822	0.1239	no	76.7877	80.5245
YNL160W	-2.57981	9.44412e-05	5e-05	yes	249.615	41.7512
YNL161W	0.024607	0.61273	0.5643	no	49.627	50.4807
YNL162W	-0.353448	9.44412e-05	5e-05	yes	7415.95	5804.55
YNL162W-A	-0.591234	0.000447034	0.00025	yes	32.8151	21.7818
YNL163C	-0.225257	9.44412e-05	5e-05	yes	29.5353	25.2658
YNL164C	0.0887588	0.135053	0.10625	no	21.3176	22.6703
YNL165W	-0.0867987	0.0880088	0.06675	no	31.7953	29.9388
YNL166C	-0.0930154	0.0454906	0.033	yes	59.1283	55.4364
YNL167C	0.0614558	0.186868	0.1511	no	57.9972	60.5212
YNL168C	-0.2011	9.44412e-05	5e-05	yes	94.5047	82.2084
YNL169C	-0.164599	0.00628187	0.004	yes	67.7012	60.4014
YNL170W	0.456281	0.00176239	0.00105	yes	71.5902	98.2218
YNL171C	0.882143	0.00018467	0.0001	yes	29.9395	55.1819
YNL172W	-0.147241	0.117733	0.0914	no	7.88724	7.12198
YNL173C	-0.050847	0.280635	0.2352	no	245.07	236.583
YNL174W	-1.33326	0.000360088	0.0002	yes	7.00208	2.77893
YNL175C	-0.909212	9.44412e-05	5e-05	yes	98.848	52.6342
YNL176C	-0.306514	9.44412e-05	5e-05	yes	77.5437	62.7013
YNL177C	-0.0712221	0.120387	0.0937	no	114.781	109.252
YNL178W	-0.358046	9.44412e-05	5e-05	yes	4384.36	3420.76
YNL179C	-0.228665	0.0073835	0.00475	yes	31.7853	27.1263
YNL180C	0.00476421	0.929009	0.91555	no	139.305	139.766
YNL181W	-0.0859529	0.0707499	0.0526	no	55.4446	52.2378
YNL182C	-1.141	9.44412e-05	5e-05	yes	36.7041	16.6433
YNL183C	-0.0936558	0.0432697	0.03125	yes	30.2361	28.3356
YNL184C	-0.655787	9.44412e-05	5e-05	yes	68.9958	43.7937
YNL185C	-0.364507	9.44412e-05	5e-05	yes	168.835	131.14
YNL186W	-0.8032	9.44412e-05	5e-05	yes	42.5967	24.4111
YNL187W	-0.190691	0.00127754	0.00075	yes	21.6216	18.9445
YNL188W	0.670383	9.44412e-05	5e-05	yes	29.5582	47.0417
YNL189W	-0.277656	9.44412e-05	5e-05	yes	112.654	92.9318
YNL190W	-0.304162	9.44412e-05	5e-05	yes	670.688	543.199
YNL191W	0.232109	9.44412e-05	5e-05	yes	32.9838	38.7412
YNL192W	0.113491	0.0198877	0.0136	yes	126.993	137.386
YNL193W	0.581201	9.44412e-05	5e-05	yes	28.6086	42.8012
YNL194C	-0.784812	9.44412e-05	5e-05	yes	21.7245	12.6095
YNL195C	0.0780734	0.224063	0.18395	no	26.9299	28.4275
YNL196C	0.277933	9.44412e-05	5e-05	yes	17.9619	21.778
YNL197C	-0.447282	9.44412e-05	5e-05	yes	71.5372	52.4671
YNL198C	-0.861713	0.0116318	0.0077	yes	24.3335	13.3907
YNL199C	-0.302545	9.44412e-05	5e-05	yes	63.6074	51.5742
YNL200C	0.376012	9.44412e-05	5e-05	yes	116.804	151.583
YNL201C	-0.17948	9.44412e-05	5e-05	yes	18.3976	16.2454
YNL202W	0.0501705	0.59809	0.5478	no	13.58	14.0605
YNL203C	-0.0937692	0.549006	0.4968	no	10.7026	10.0291
YNL204C	0.504671	0.00018467	0.0001	yes	15.145	21.4878
YNL205C	0.643412	0.225399	0.18515	no	3.05424	4.77078
YNL206C	0.319923	9.44412e-05	5e-05	yes	58.5967	73.1442
YNL207W	-0.216044	9.44412e-05	5e-05	yes	51.1556	44.041
YNL208W	-0.215518	9.44412e-05	5e-05	yes	2568.63	2212.2
YNL209W	-0.558812	9.44412e-05	5e-05	yes	1465.42	994.814
YNL210W	-0.0436344	0.701035	0.6572	no	6.86222	6.65778
YNL211C	-0.278354	0.00462656	0.0029	yes	69.4164	57.236
YNL212W	0.101839	0.0259199	0.01805	yes	40.8679	43.857
YNL213C	0.029887	0.592942	0.54245	no	63.046	64.3657
YNL214W	0.229128	0.000360088	0.0002	yes	29.7309	34.8484
YNL215W	0.286287	9.44412e-05	5e-05	yes	134.794	164.381
YNL216W	-0.378734	9.44412e-05	5e-05	yes	38.1134	29.3134
YNL217W	-1.4547	9.44412e-05	5e-05	yes	281.789	102.805
YNL218W	0.127227	0.0111262	0.00735	yes	19.3787	21.1652
YNL219C	0.279986	9.44412e-05	5e-05	yes	64.6065	78.4442
YNL220W	-0.8539	9.44412e-05	5e-05	yes	279.471	154.627
YNL221C	-0.675598	9.44412e-05	5e-05	yes	40.7293	25.4995
YNL222W	0.146715	0.01368	0.00915	yes	38.3465	42.4514
YNL223W	0.327752	9.44412e-05	5e-05	yes	35.0539	43.9946
YNL224C	-0.172305	9.44412e-05	5e-05	yes	30.3847	26.9641
YNL225C	0.742922	9.44412e-05	5e-05	yes	17.2029	28.7901
YNL226W	-0.353838	0.327109	0.27855	no	6.335	4.95713
YNL227C	-0.27978	0.00103333	0.0006	yes	17.1852	14.1557
YNL228W	0.170123	0.0684978	0.0508	no	39.0029	43.8843
YNL229C	-0.222282	9.44412e-05	5e-05	yes	133.919	114.797
YNL230C	-0.182949	0.000702012	0.0004	yes	27.5723	24.2885
YNL231C	-0.772542	9.44412e-05	5e-05	yes	166.618	97.5359
YNL232W	-0.172089	9.44412e-05	5e-05	yes	112.683	100.013
YNL233W	0.457423	9.44412e-05	5e-05	yes	18.2847	25.1065
YNL234W	0.224315	9.44412e-05	5e-05	yes	38.3753	44.8309
YNL235C	0.486108	9.44412e-05	5e-05	yes	63.2448	88.5845
YNL236W	-0.318792	9.44412e-05	5e-05	yes	19.1081	15.3198
YNL237W	0.236087	9.44412e-05	5e-05	yes	35.1535	41.4036
YNL238W	-0.194561	9.44412e-05	5e-05	yes	58.2348	50.8878
YNL239W	0.372578	9.44412e-05	5e-05	yes	144.346	186.88
YNL240C	-0.250274	9.44412e-05	5e-05	yes	47.3316	39.7934
YNL241C	0.215326	9.44412e-05	5e-05	yes	350.553	406.98
YNL242W	0.15717	0.000360088	0.0002	yes	13.9696	15.5775
YNL243W	-0.0633295	0.185533	0.14985	no	119.206	114.086
YNL244C	-0.0994365	0.0314376	0.0222	yes	2271.07	2119.81
YNL245C	0.010588	0.913623	0.8977	no	106.582	107.367
YNL246W	-0.0836986	0.131877	0.10355	no	144.224	136.095
YNL247W	-0.297808	9.44412e-05	5e-05	yes	136.248	110.836
YNL248C	-1.2419	9.44412e-05	5e-05	yes	105.483	44.6
YNL249C	-0.0181777	0.768002	0.73355	no	14.5233	14.3415
YNL250W	0.424174	9.44412e-05	5e-05	yes	9.97646	13.3865
YNL251C	-0.650879	9.44412e-05	5e-05	yes	104.858	66.783
YNL252C	-0.0999702	0.0360815	0.0257	yes	72.5955	67.7354
YNL253W	0.0219846	0.679352	0.6349	no	31.9309	32.4212
YNL254C	-0.432611	9.44412e-05	5e-05	yes	18.451	13.6707
YNL255C	-0.553713	9.44412e-05	5e-05	yes	1628.22	1109.25
YNL256W	-0.311806	9.44412e-05	5e-05	yes	33.5742	27.0485
YNL257C	0.0489929	0.312627	0.26445	no	16.8137	17.3945
YNL258C	0.0315703	0.52289	0.46965	no	33.4151	34.1544
YNL259C	0.731786	9.44412e-05	5e-05	yes	393.407	653.328
YNL260C	0.196778	0.0029464	0.0018	yes	34.1158	39.1013
YNL261W	-0.348362	9.44412e-05	5e-05	yes	32.8619	25.8122
YNL262W	-0.0326017	0.500418	0.4474	no	9.53584	9.32276
YNL263C	0.247973	9.44412e-05	5e-05	yes	132.685	157.569
YNL264C	-0.00215596	0.966522	0.96135	no	70.7262	70.6206
YNL265C	0.0973619	0.115809	0.0898	no	57.0564	61.0398
YNL266W	0.981426	9.44412e-05	5e-05	yes	35.9597	70.9994
YNL267W	-0.0791154	0.0828394	0.0625	no	34.9258	33.0621
YNL268W	-0.00391	0.938784	0.92845	no	152.632	152.219
YNL269W	0.357954	0.095193	0.07265	no	2.34053	2.99964
YNL270C	0.824769	9.44412e-05	5e-05	yes	3.37911	5.98525
YNL271C	0.0821627	0.0745092	0.0556	no	30.7326	32.5337
